country,market_segment,previous_cancellations,booking_changes,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,is_canceled
PRT,Groups,0,3,No Deposit,0,Transient-Party,E,0,1,0
ESP,Aviation,0,1,No Deposit,0,Transient-Party,D,0,0,1
ITA,Aviation,0,0,No Deposit,0,Transient,A,0,0,0
IRN,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
ESP,Offline TA/TO,0,1,No Deposit,0,Transient-Party,F,1,1,0
BGR,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
BRA,Online TA,0,0,No Deposit,0,Contract,A,0,0,0
GBR,Online TA,0,0,No Deposit,0,Contract,A,0,0,0
PRT,Direct,0,0,No Deposit,0,Transient,C,1,2,0
AUT,Groups,0,0,No Deposit,176,Transient-Party,A,0,0,0
PRT,Offline TA/TO,1,0,No Deposit,0,Transient,A,0,1,1
ITA,Direct,0,0,No Deposit,0,Transient,E,0,0,0
PRT,Offline TA/TO,0,1,No Deposit,0,Group,D,0,0,0
ITA,Online TA,0,1,No Deposit,0,Transient,E,0,3,0
PRT,Corporate,2,0,No Deposit,0,Transient,A,0,1,0
FRA,Online TA,0,2,No Deposit,0,Transient,D,0,0,1
ESP,Online TA,0,0,No Deposit,0,Contract,B,1,0,0
AUS,Direct,0,3,No Deposit,0,Transient,A,0,0,0
POL,Direct,0,0,No Deposit,0,Transient,A,0,2,0
BRA,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
GBR,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
PRT,Complementary,0,0,No Deposit,0,Transient,A,0,4,0
ISR,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
PRT,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
NOR,Online TA,0,2,No Deposit,0,Transient-Party,A,0,0,0
GBR,Online TA,0,0,No Deposit,0,Transient-Party,E,0,0,0
CHN,Online TA,0,1,No Deposit,0,Transient-Party,D,1,1,0
IRN,Direct,0,0,No Deposit,0,Transient,E,0,0,1
ITA,Direct,0,0,No Deposit,0,Transient,F,0,0,0
THA,Direct,0,0,No Deposit,0,Transient,A,0,0,1
POL,Online TA,0,0,No Deposit,0,Transient,H,1,0,0
PRT,Corporate,0,3,No Deposit,0,Transient-Party,A,0,0,0
PRT,Complementary,0,2,No Deposit,0,Transient,A,0,0,0
PRT,Groups,0,0,Non Refund,18,Transient,A,0,0,1
PRT,Online TA,0,0,No Deposit,0,Transient-Party,A,1,2,0
BRA,Online TA,0,2,No Deposit,0,Transient-Party,E,0,1,0
CN,Direct,0,0,No Deposit,0,Transient,C,0,1,0
GBR,Online TA,0,2,No Deposit,0,Transient,A,1,1,0
MAR,Direct,0,1,No Deposit,0,Transient-Party,B,0,0,0
ESP,Online TA,0,1,No Deposit,0,Transient-Party,E,0,1,0
PRT,Offline TA/TO,0,0,No Deposit,58,Transient-Party,A,0,0,0
FRA,Offline TA/TO,0,0,No Deposit,69,Transient-Party,A,0,0,0
PRT,Complementary,0,0,No Deposit,0,Transient,F,0,2,0
LTU,Online TA,0,0,No Deposit,0,Transient,D,1,1,0
ISR,Direct,0,0,No Deposit,0,Transient,D,0,2,1
AGO,Online TA,0,1,No Deposit,0,Transient-Party,A,1,1,0
LBN,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
PRT,Online TA,0,2,No Deposit,0,Transient,A,0,2,1
BEL,Groups,0,0,No Deposit,0,Transient-Party,A,1,0,0
BEL,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
PRT,Online TA,0,1,No Deposit,0,Transient-Party,H,0,2,0
IRL,Direct,0,1,No Deposit,0,Transient-Party,G,0,1,0
ITA,Online TA,0,1,No Deposit,0,Transient,D,0,0,1
ESP,Online TA,0,1,No Deposit,0,Transient,G,0,1,0
FRA,Online TA,0,2,No Deposit,0,Transient,F,0,3,0
DEU,Online TA,0,1,No Deposit,0,Transient,A,0,3,0
TUR,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
PRT,Complementary,0,0,No Deposit,0,Transient,D,0,1,0
AUS,Online TA,0,1,No Deposit,0,Transient,A,0,1,0
ITA,Online TA,0,0,No Deposit,0,Transient,H,0,0,1
ITA,Groups,0,0,No Deposit,0,Transient,A,0,1,0
CHN,Direct,0,0,No Deposit,0,Transient,D,0,0,0
PRT,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,2,0
NLD,Online TA,0,1,No Deposit,0,Transient-Party,B,0,3,0
GBR,Direct,0,0,No Deposit,0,Transient-Party,B,0,0,0
BRA,Online TA,0,1,No Deposit,0,Transient,E,1,1,0
PRT,Online TA,0,2,No Deposit,0,Transient,D,0,1,1
HUN,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
BRA,Online TA,0,2,No Deposit,0,Transient,A,0,3,0
PRT,Offline TA/TO,0,0,Non Refund,62,Transient,A,0,0,1
NLD,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,3,0
DEU,Offline TA/TO,0,1,No Deposit,147,Transient-Party,A,0,0,0
IRL,Online TA,0,0,No Deposit,0,Transient,E,0,3,0
DEU,Groups,0,1,No Deposit,0,Transient-Party,A,0,2,0
AUT,Online TA,0,17,No Deposit,0,Transient,A,0,1,0
USA,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,3,0
MEX,Direct,0,0,No Deposit,0,Transient,E,0,0,0
ITA,Groups,0,0,Refundable,0,Transient-Party,A,0,0,0
ESP,Offline TA/TO,0,2,No Deposit,0,Group,A,1,1,0
GRC,Direct,0,0,No Deposit,0,Transient,A,0,1,0
EST,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
BGR,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
PRT,Direct,0,4,No Deposit,0,Transient-Party,A,0,1,0
PRT,Online TA,0,0,No Deposit,0,Transient,C,0,1,1
PRT,Direct,0,4,No Deposit,0,Transient,A,0,0,0
PRT,Corporate,0,2,No Deposit,0,Contract,A,0,0,0
RUS,Online TA,0,2,No Deposit,0,Transient,A,0,0,1
PRT,Online TA,0,1,No Deposit,0,Transient-Party,E,0,3,0
NLD,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
ESP,Online TA,0,1,No Deposit,0,Transient,B,0,0,1
POL,Online TA,0,0,No Deposit,0,Transient,G,0,0,1
SVK,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
FRA,Online TA,0,3,No Deposit,0,Transient-Party,B,0,1,0
POL,Corporate,0,3,No Deposit,0,Transient-Party,E,0,0,0
BRA,Groups,0,0,No Deposit,0,Transient-Party,D,0,0,0
PRT,Offline TA/TO,1,1,Non Refund,0,Transient-Party,A,0,0,1
PRT,Groups,1,2,No Deposit,0,Transient,A,1,0,0
BEL,Online TA,0,0,No Deposit,0,Transient,E,0,0,0
GBR,Online TA,0,0,No Deposit,0,Transient-Party,A,0,2,0
ITA,Offline TA/TO,0,6,No Deposit,0,Transient-Party,A,0,0,0
FRA,Offline TA/TO,0,4,No Deposit,0,Transient-Party,A,0,0,0
IRL,Online TA,0,2,No Deposit,0,Transient,A,0,0,0
THA,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
POL,Online TA,0,0,No Deposit,0,Transient,H,0,0,1
AUS,Online TA,0,0,No Deposit,0,Transient,E,0,0,0
IRL,Online TA,0,0,No Deposit,0,Transient,C,0,0,1
ESP,Online TA,0,0,No Deposit,0,Transient,F,0,1,1
RUS,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
ISL,Offline TA/TO,0,0,No Deposit,187,Transient-Party,A,0,2,0
CHE,Groups,0,2,No Deposit,0,Transient-Party,D,0,2,0
FRA,Online TA,0,3,No Deposit,0,Transient-Party,A,0,0,1
PRT,Offline TA/TO,0,2,No Deposit,56,Transient,A,0,0,0
POL,Corporate,0,1,No Deposit,0,Transient,A,0,0,0
GEO,Online TA,0,2,No Deposit,0,Transient,C,0,0,0
PRT,Direct,0,2,No Deposit,0,Transient,A,0,3,1
PRT,Direct,0,0,No Deposit,0,Transient,C,0,0,1
BRA,Direct,0,0,No Deposit,0,Transient,A,1,1,0
HRV,Groups,0,0,No Deposit,13,Transient-Party,A,0,0,0
BEL,Direct,0,0,No Deposit,0,Transient,A,1,2,0
BRA,Direct,0,1,No Deposit,0,Transient,D,0,1,0
BEL,Direct,0,0,No Deposit,0,Transient,A,0,1,0
PRT,Online TA,0,1,No Deposit,0,Group,A,0,0,0
GBR,Offline TA/TO,0,0,No Deposit,0,Contract,D,1,1,0
ZAF,Direct,0,0,No Deposit,0,Transient-Party,B,0,1,0
CYP,Online TA,0,2,No Deposit,0,Transient,A,0,0,1
CN,Direct,0,0,No Deposit,0,Transient,A,0,2,0
ESP,Online TA,0,3,No Deposit,0,Transient,A,1,0,0
BOL,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
ESP,Online TA,0,1,No Deposit,0,Transient,A,0,3,0
PRT,Offline TA/TO,0,0,Non Refund,30,Transient,A,0,0,1
ESP,Direct,0,0,No Deposit,0,Transient,C,1,0,0
PRT,Online TA,1,0,No Deposit,0,Transient,D,0,2,1
RUS,Direct,0,0,No Deposit,0,Transient,A,0,3,0
AUS,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
MOZ,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,1,0
IRN,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
USA,Online TA,0,0,No Deposit,0,Transient,F,0,2,1
DEU,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
CN,Online TA,0,1,No Deposit,0,Transient,H,0,0,0
ESP,Online TA,0,3,No Deposit,0,Transient,D,0,2,1
ARE,Online TA,0,0,No Deposit,0,Transient,F,0,0,1
PRT,Online TA,0,4,No Deposit,0,Transient,A,0,1,0
FRA,Offline TA/TO,0,0,No Deposit,68,Transient-Party,A,0,1,0
AUT,Corporate,0,1,No Deposit,0,Transient-Party,A,0,0,0
CZE,Corporate,0,0,No Deposit,0,Transient,F,0,0,0
GBR,Groups,0,1,No Deposit,0,Transient-Party,A,1,1,0
PRT,Complementary,0,2,No Deposit,0,Transient,B,0,0,0
PRT,Groups,1,1,Non Refund,0,Transient,A,0,0,1
CHL,Corporate,0,1,No Deposit,15,Transient-Party,A,0,0,0
POL,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,1,0
ROU,Online TA,0,0,No Deposit,0,Contract,A,0,0,0
FRA,Direct,0,1,No Deposit,0,Transient,A,0,0,1
ITA,Offline TA/TO,0,3,No Deposit,4,Transient-Party,A,0,0,0
PRT,Direct,0,3,No Deposit,0,Transient,E,1,2,0
ESP,Online TA,0,2,No Deposit,0,Transient,F,0,1,1
AUS,Direct,0,1,No Deposit,0,Transient,D,0,1,0
AUT,Corporate,0,0,No Deposit,0,Transient,A,0,0,0
USA,Online TA,0,1,No Deposit,0,Transient,A,0,1,0
SWE,Direct,0,0,No Deposit,0,Transient,A,0,0,1
GBR,Offline TA/TO,0,1,No Deposit,0,Transient,E,0,1,0
PRT,Offline TA/TO,0,0,No Deposit,223,Transient-Party,A,0,0,0
USA,Online TA,0,0,No Deposit,0,Transient-Party,E,1,1,0
CHN,Online TA,0,0,No Deposit,0,Contract,F,0,1,0
CHN,Direct,0,3,No Deposit,0,Transient,F,0,0,0
BEL,Direct,0,0,No Deposit,0,Transient-Party,B,0,1,0
PRT,Online TA,0,4,No Deposit,0,Transient,A,1,1,0
USA,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,0,0
MAR,Direct,0,0,No Deposit,0,Transient-Party,A,0,0,0
GBR,Online TA,0,1,No Deposit,0,Transient-Party,B,0,0,1
PRT,Corporate,0,1,Non Refund,0,Transient-Party,E,0,0,1
PRT,Online TA,0,1,No Deposit,0,Transient-Party,A,1,1,0
ESP,Offline TA/TO,0,2,No Deposit,0,Transient,F,0,0,0
IRL,Online TA,0,6,No Deposit,0,Transient,F,0,0,1
ESP,Direct,0,2,No Deposit,0,Transient,F,0,1,0
TUR,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
FRA,Offline TA/TO,0,0,No Deposit,0,Transient,A,1,0,0
IRL,Offline TA/TO,0,1,No Deposit,0,Transient-Party,D,0,0,0
ESP,Online TA,0,2,No Deposit,0,Transient,G,0,0,1
IND,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
SAU,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
PRT,Offline TA/TO,1,0,No Deposit,0,Transient,D,0,1,1
PRT,Direct,0,0,No Deposit,0,Transient-Party,E,0,1,0
AUT,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
JPN,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
FRA,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,1
PRT,Offline TA/TO,0,0,No Deposit,59,Transient-Party,A,0,0,0
ITA,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
DNK,Online TA,0,1,No Deposit,0,Transient,A,0,2,0
ESP,Offline TA/TO,0,0,No Deposit,0,Transient-Party,E,1,1,0
USA,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,1
CN,Online TA,0,1,No Deposit,0,Transient,E,1,0,0
GBR,Groups,0,0,No Deposit,113,Transient-Party,A,0,0,0
ISR,Direct,0,0,No Deposit,0,Transient,A,0,0,0
DEU,Direct,0,0,No Deposit,0,Transient,E,0,1,1
PRT,Offline TA/TO,0,0,No Deposit,178,Transient-Party,A,0,0,0
ESP,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,1
ITA,Online TA,0,0,No Deposit,0,Transient,F,0,1,0
COL,Online TA,0,1,No Deposit,0,Transient-Party,A,0,0,0
AUS,Direct,0,0,No Deposit,0,Transient,A,1,1,0
ESP,Direct,0,1,No Deposit,0,Transient,H,1,1,0
PRT,Offline TA/TO,0,0,No Deposit,33,Transient-Party,A,0,0,0
PRT,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,0,1
PRT,Online TA,0,0,No Deposit,0,Transient-Party,B,0,1,1
ESP,Direct,0,1,No Deposit,0,Transient,E,0,1,0
HUN,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
ITA,Direct,0,1,No Deposit,0,Transient,B,0,1,0
IRL,Direct,0,0,No Deposit,0,Transient,E,0,2,1
TWN,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
BGR,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
AUT,Online TA,0,2,No Deposit,0,Transient-Party,D,0,0,1
SRB,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,0,0
PRT,Complementary,2,0,No Deposit,0,Transient,A,0,2,1
FRA,Direct,0,1,No Deposit,0,Transient,F,0,0,1
FRA,Direct,0,0,No Deposit,0,Transient,A,0,3,0
PRT,Online TA,3,0,No Deposit,0,Transient,A,0,1,1
DEU,Online TA,0,1,No Deposit,0,Transient-Party,A,0,0,0
ISL,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
NLD,Online TA,0,0,No Deposit,0,Contract,D,0,1,0
BEL,Online TA,0,1,No Deposit,0,Transient,A,0,3,1
GBR,Offline TA/TO,0,2,No Deposit,0,Transient,A,0,1,0
ESP,Online TA,0,2,No Deposit,0,Transient,E,0,1,0
BIH,Online TA,0,0,No Deposit,0,Transient,E,0,0,0
AUT,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
BEL,Online TA,0,2,No Deposit,0,Transient,A,0,0,1
BRB,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
USA,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,2,0
PRT,Direct,0,2,No Deposit,0,Transient,A,1,1,0
IRL,Offline TA/TO,0,2,No Deposit,0,Transient,A,0,1,0
FRA,Online TA,11,0,No Deposit,0,Transient,D,0,1,0
ESP,Online TA,0,0,No Deposit,0,Transient-Party,A,1,3,0
LTU,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
CHN,Online TA,0,0,No Deposit,0,Transient-Party,A,1,1,0
FIN,Online TA,0,2,No Deposit,0,Transient,A,0,0,0
ESP,Corporate,0,1,No Deposit,0,Transient-Party,A,0,2,0
USA,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,0
ROU,Online TA,0,2,No Deposit,0,Transient,A,0,1,0
DEU,Direct,0,1,No Deposit,0,Transient,F,0,1,1
TWN,Online TA,0,2,No Deposit,0,Transient,A,0,1,0
PRT,Direct,0,0,No Deposit,0,Transient,B,1,1,0
GBR,Online TA,0,0,No Deposit,0,Transient,B,0,3,0
FRA,Online TA,0,1,No Deposit,0,Transient,E,1,2,0
PRT,Direct,0,0,No Deposit,0,Transient-Party,A,1,0,0
CYP,Groups,0,1,No Deposit,0,Transient-Party,D,0,2,0
CN,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
HUN,Online TA,0,2,No Deposit,0,Transient-Party,E,0,1,0
CHN,Online TA,0,1,No Deposit,0,Transient,D,0,3,0
DEU,Online TA,0,2,No Deposit,0,Transient,D,0,2,0
PRT,Offline TA/TO,0,0,No Deposit,0,Transient-Party,E,0,1,1
IRN,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
AGO,Direct,1,0,No Deposit,0,Transient,A,0,0,1
ESP,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
ITA,Online TA,0,5,No Deposit,0,Transient-Party,F,0,1,0
ISL,Online TA,0,0,No Deposit,0,Transient,H,1,0,0
SWE,Corporate,0,1,No Deposit,0,Transient,E,0,0,0
IRL,Online TA,0,2,No Deposit,0,Transient,G,0,0,1
ESP,Online TA,0,0,No Deposit,0,Transient,C,0,3,0
MAR,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
CPV,Direct,0,0,No Deposit,0,Transient,A,0,1,0
AGO,Online TA,0,2,No Deposit,0,Transient,F,0,0,1
UKR,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
ESP,Online TA,0,0,No Deposit,0,Contract,A,0,3,0
PRT,Offline TA/TO,0,0,Non Refund,80,Transient,A,0,0,1
GBR,Direct,0,0,No Deposit,0,Transient-Party,D,0,1,0
CN,Direct,0,0,No Deposit,0,Transient-Party,A,0,0,0
ITA,Online TA,0,0,No Deposit,0,Transient,E,0,0,0
CN,Offline TA/TO,0,1,No Deposit,0,Transient,E,0,0,0
KOR,Groups,0,2,No Deposit,0,Transient-Party,A,0,0,0
ISR,Direct,0,2,No Deposit,0,Transient,A,1,2,0
NLD,Offline TA/TO,0,1,No Deposit,0,Transient,E,0,1,0
AUT,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
FRA,Direct,0,1,No Deposit,0,Transient,C,0,0,0
DNK,Direct,0,0,No Deposit,0,Transient,G,0,2,0
ROU,Direct,0,1,No Deposit,0,Transient,A,0,1,0
ESP,Online TA,0,1,No Deposit,0,Transient-Party,B,0,1,0
USA,Groups,0,2,No Deposit,0,Transient-Party,A,0,0,0
QAT,Online TA,0,0,No Deposit,0,Transient,E,0,2,1
GRC,Online TA,0,0,No Deposit,0,Contract,A,0,2,0
EST,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
SRB,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
PRT,Complementary,2,1,No Deposit,0,Transient,D,0,2,0
BIH,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
ISR,Online TA,0,0,No Deposit,0,Transient,D,0,1,0
PRT,Corporate,0,1,No Deposit,0,Transient,D,0,0,0
CHE,Online TA,0,3,No Deposit,0,Transient,E,0,2,0
PRT,Offline TA/TO,0,0,Non Refund,120,Transient,A,0,0,1
ESP,Online TA,0,6,No Deposit,0,Transient,A,0,1,1
PRT,Groups,13,0,No Deposit,31,Transient-Party,A,0,0,1
JPN,Online TA,0,0,No Deposit,0,Transient,E,0,3,0
USA,Online TA,0,0,No Deposit,0,Transient,B,0,2,1
AGO,Online TA,0,1,No Deposit,0,Transient,D,0,0,1
GBR,Online TA,0,1,No Deposit,0,Transient-Party,H,0,2,0
KOR,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
PRT,Online TA,0,2,No Deposit,0,Transient-Party,A,1,1,0
GRC,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,0,0
NOR,Online TA,0,0,No Deposit,0,Transient,F,0,2,0
PRT,Offline TA/TO,0,0,Non Refund,25,Transient,A,0,0,1
IRL,Groups,0,1,No Deposit,0,Transient-Party,D,0,0,0
BRA,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
LUX,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,0
CMR,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
DEU,Online TA,0,0,No Deposit,0,Transient-Party,B,0,1,0
PRT,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,2,1
CN,Groups,0,1,No Deposit,0,Transient-Party,E,0,2,0
USA,Online TA,0,0,No Deposit,0,Transient,E,1,1,0
PRT,Online TA,0,0,Non Refund,0,Transient,D,0,0,1
NLD,Online TA,0,0,No Deposit,0,Group,A,0,1,0
GBR,Online TA,0,0,No Deposit,0,Group,D,0,2,0
PRT,Direct,0,0,Non Refund,0,Transient,A,0,0,1
USA,Online TA,0,1,No Deposit,0,Transient,G,0,2,0
BLR,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
JPN,Online TA,0,1,No Deposit,0,Transient,F,0,1,0
PRT,Online TA,0,0,No Deposit,0,Transient-Party,B,0,1,0
USA,Direct,0,3,No Deposit,0,Transient,G,0,1,0
SWE,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
PRT,Online TA,0,0,No Deposit,0,Contract,A,0,0,0
NLD,Online TA,0,0,No Deposit,0,Contract,B,0,0,0
DEU,Groups,0,2,No Deposit,0,Transient,A,0,0,0
RUS,Groups,0,1,No Deposit,0,Transient-Party,D,0,0,0
ITA,Online TA,0,2,No Deposit,0,Transient,F,0,1,0
USA,Online TA,0,3,No Deposit,0,Transient,D,0,0,1
USA,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
GBR,Online TA,0,2,No Deposit,0,Transient-Party,A,0,2,0
PRT,Groups,0,0,Non Refund,111,Transient,A,0,0,1
FIN,Direct,0,0,No Deposit,0,Transient-Party,A,0,0,0
ESP,Online TA,0,0,No Deposit,0,Contract,A,1,2,0
FRA,Direct,0,1,No Deposit,0,Transient,E,0,1,0
GBR,Online TA,0,1,No Deposit,0,Transient-Party,F,0,2,1
PRT,Complementary,0,3,No Deposit,0,Transient,A,0,0,0
MAC,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
LTU,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
DEU,Direct,0,1,No Deposit,0,Transient,A,0,2,0
CHE,Online TA,0,3,No Deposit,0,Transient,A,0,0,1
IRL,Online TA,0,1,No Deposit,0,Transient,D,0,1,1
LVA,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
FRA,Aviation,0,0,No Deposit,0,Transient,A,0,0,0
GBR,Online TA,0,0,No Deposit,0,Transient,G,0,2,1
BEL,Direct,0,0,No Deposit,0,Transient,G,1,0,0
ESP,Direct,0,0,No Deposit,0,Transient-Party,A,0,1,0
RUS,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
ESP,Corporate,0,0,No Deposit,0,Transient,D,0,1,1
BRA,Online TA,0,4,No Deposit,0,Transient,A,0,0,1
GBR,Direct,0,0,No Deposit,0,Transient,F,0,0,1
PRT,Online TA,0,2,No Deposit,0,Transient,D,0,0,1
PRT,Direct,0,0,No Deposit,0,Transient,C,0,2,0
ARG,Corporate,0,1,No Deposit,15,Transient-Party,A,0,0,0
AUT,Offline TA/TO,0,0,No Deposit,99,Transient-Party,A,0,0,0
USA,Direct,0,1,No Deposit,0,Transient,H,0,1,0
IRL,Groups,0,2,No Deposit,61,Transient-Party,A,0,0,0
GBR,Complementary,0,0,No Deposit,0,Transient-Party,A,0,0,0
ISR,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
PRT,Online TA,0,2,No Deposit,0,Transient-Party,A,0,2,0
DZA,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
ESP,Direct,0,0,No Deposit,0,Transient,A,1,3,0
NLD,Offline TA/TO,0,2,No Deposit,63,Transient-Party,A,0,0,0
PRT,Complementary,0,0,No Deposit,0,Transient,D,1,3,0
FIN,Direct,0,1,No Deposit,0,Transient,A,0,1,0
ARG,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
SWE,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
GRC,Online TA,0,2,No Deposit,0,Transient,A,0,1,0
TWN,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
ROU,Direct,0,0,No Deposit,0,Transient,A,0,2,0
PRT,Offline TA/TO,6,0,Non Refund,44,Transient,A,0,0,1
ESP,Online TA,0,5,No Deposit,0,Transient,A,0,2,0
ITA,Groups,0,1,No Deposit,174,Transient-Party,A,0,0,0
NLD,Direct,0,1,No Deposit,0,Transient,A,0,1,0
NOR,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
NOR,Direct,0,0,No Deposit,0,Transient,A,0,0,0
IND,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
PRT,Direct,0,1,No Deposit,0,Transient,C,0,1,0
FIN,Online TA,0,0,No Deposit,0,Transient,G,0,2,0
ESP,Corporate,0,0,No Deposit,0,Transient-Party,A,0,1,0
DEU,Online TA,0,0,No Deposit,0,Transient,E,1,1,0
TWN,Online TA,0,2,No Deposit,0,Transient,A,0,0,1
CHN,Direct,0,1,No Deposit,0,Transient,A,0,0,0
ESP,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,3,0
IRN,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
MAR,Online TA,0,2,No Deposit,0,Transient,A,0,3,0
ESP,Online TA,0,2,No Deposit,0,Transient,A,0,0,1
GBR,Online TA,0,0,No Deposit,0,Group,D,0,1,0
NOR,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
JEY,Online TA,0,0,No Deposit,0,Transient,D,0,0,1
ISR,Groups,0,1,No Deposit,0,Transient-Party,E,0,2,0
ESP,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,1,0
USA,Online TA,0,1,No Deposit,0,Transient,A,1,3,0
FRA,Groups,0,0,No Deposit,259,Transient-Party,A,0,1,0
ROU,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
LBN,Online TA,0,0,No Deposit,0,Contract,A,0,2,0
FRA,Direct,0,1,No Deposit,0,Transient,A,0,1,1
FRA,Direct,0,2,No Deposit,0,Transient,A,0,0,0
LUX,Direct,0,2,No Deposit,0,Transient,E,0,0,0
DZA,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,0,0
PRT,Direct,0,2,No Deposit,0,Transient,C,1,1,0
USA,Direct,0,0,No Deposit,0,Transient-Party,F,0,0,0
KOR,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
NOR,Offline TA/TO,0,0,No Deposit,0,Transient-Party,D,0,2,0
ROU,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
PRT,Online TA,0,2,No Deposit,0,Transient,A,1,1,0
LBN,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
PRT,Online TA,0,2,No Deposit,0,Transient,F,1,2,0
IRL,Offline TA/TO,0,1,No Deposit,0,Transient-Party,D,0,1,0
IRL,Online TA,0,2,No Deposit,0,Transient,D,0,0,0
ITA,Offline TA/TO,0,0,No Deposit,65,Transient-Party,A,0,0,0
NLD,Direct,0,1,No Deposit,0,Transient,F,0,1,0
IRL,Aviation,0,0,No Deposit,0,Transient,A,0,0,0
ZAF,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
PRT,Groups,0,0,Non Refund,41,Transient,A,0,0,1
BRA,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
